schoolid,sex,pped,repeated_grade,msesc
70107,girl,yes,no,0.03
70107,girl,yes,no,0.03
70107,girl,yes,no,0.03
70107,girl,yes,no,0.03
70107,girl,yes,no,0.03
70107,girl,yes,yes,0.03
70107,girl,yes,yes,0.03
70107,boy,no,yes,0.03
70107,boy,yes,no,0.03
70107,boy,yes,no,0.03
70107,boy,yes,no,0.03
70107,boy,yes,no,0.03
70107,boy,yes,no,0.03
70107,boy,yes,no,0.03
70107,boy,yes,no,0.03
70107,boy,yes,no,0.03
70107,boy,yes,no,0.03
70107,boy,yes,yes,0.03
70209,girl,yes,no,0.13
70209,girl,yes,no,0.13
70209,girl,yes,no,0.13
70209,girl,yes,no,0.13
70209,girl,yes,no,0.13
70209,girl,yes,no,0.13
70209,girl,yes,no,0.13
70209,girl,yes,no,0.13
70209,girl,yes,yes,0.13
70209,boy,no,no,0.13
70209,boy,yes,no,0.13
70209,boy,yes,no,0.13
70209,boy,yes,no,0.13
70209,boy,yes,no,0.13
70209,boy,yes,no,0.13
70209,boy,yes,no,0.13
70209,boy,yes,no,0.13
70209,boy,yes,no,0.13
70209,boy,yes,no,0.13
70209,boy,yes,no,0.13
70209,boy,yes,no,0.13
70209,boy,yes,no,0.13
70209,boy,yes,yes,0.13
70209,boy,yes,yes,0.13
70209,boy,yes,yes,0.13
70210,girl,yes,no,1.3
70210,girl,yes,no,1.3
70210,girl,yes,no,1.3
70210,girl,yes,no,1.3
70210,girl,yes,no,1.3
70210,girl,yes,no,1.3
70210,boy,yes,no,1.3
70210,boy,yes,no,1.3
70210,boy,yes,no,1.3
70210,boy,yes,no,1.3
70210,boy,yes,no,1.3
70210,boy,yes,no,1.3
70211,girl,no,no,0.4
70211,girl,no,no,0.4
70211,girl,yes,no,0.4
70211,girl,yes,no,0.4
70211,girl,yes,no,0.4
70211,girl,yes,no,0.4
70211,girl,yes,no,0.4
70211,girl,yes,no,0.4
70211,girl,yes,yes,0.4
70211,boy,no,no,0.4
70211,boy,yes,no,0.4
70211,boy,yes,no,0.4
70211,boy,yes,no,0.4
70211,boy,yes,no,0.4
70211,boy,yes,no,0.4
70211,boy,yes,no,0.4
70211,boy,yes,no,0.4
70211,boy,yes,no,0.4
70211,boy,yes,no,0.4
70211,boy,yes,no,0.4
70211,boy,yes,no,0.4
70212,girl,yes,no,0.45
70212,girl,yes,no,0.45
70212,girl,yes,no,0.45
70212,girl,yes,no,0.45
70212,girl,yes,no,0.45
70212,girl,yes,no,0.45
70212,girl,yes,no,0.45
70212,girl,yes,no,0.45
70212,girl,yes,no,0.45
70212,girl,yes,no,0.45
70212,boy,no,no,0.45
70212,boy,no,no,0.45
70212,boy,no,no,0.45
70213,girl,no,no,0.19
70213,girl,no,no,0.19
70213,girl,no,yes,0.19
70213,girl,yes,no,0.19
70213,girl,yes,no,0.19
70213,girl,yes,no,0.19
70213,girl,yes,no,0.19
70213,girl,yes,no,0.19
70213,girl,yes,no,0.19
70213,girl,yes,no,0.19
70213,boy,no,no,0.19
70213,boy,no,no,0.19
70213,boy,no,yes,0.19
70213,boy,yes,no,0.19
70213,boy,yes,no,0.19
70213,boy,yes,no,0.19
70213,boy,yes,no,0.19
70213,boy,yes,no,0.19
70213,boy,yes,no,0.19
70213,boy,yes,no,0.19
70213,boy,yes,no,0.19
70213,boy,yes,no,0.19
70213,boy,yes,no,0.19
70213,boy,yes,no,0.19
70213,boy,yes,no,0.19
70213,boy,yes,no,0.19
70213,boy,yes,no,0.19
70213,boy,yes,no,0.19
70213,boy,yes,no,0.19
70213,boy,yes,no,0.19
80101,girl,no,no,0.14
80101,girl,no,no,0.14
80101,girl,no,no,0.14
80101,girl,no,no,0.14
80101,girl,no,no,0.14
80101,girl,yes,no,0.14
80101,girl,yes,no,0.14
80101,girl,yes,no,0.14
80101,girl,yes,no,0.14
80101,girl,yes,no,0.14
80101,girl,yes,no,0.14
80101,girl,yes,no,0.14
80101,boy,no,no,0.14
80101,boy,no,no,0.14
80101,boy,no,no,0.14
80101,boy,no,no,0.14
80101,boy,no,no,0.14
80101,boy,no,no,0.14
80101,boy,no,no,0.14
80101,boy,yes,no,0.14
80101,boy,yes,no,0.14
80101,boy,yes,no,0.14
80101,boy,yes,no,0.14
80101,boy,yes,no,0.14
80101,boy,yes,no,0.14
80101,boy,yes,no,0.14
80102,girl,yes,no,0.6
80102,girl,yes,no,0.6
80102,girl,yes,no,0.6
80102,girl,yes,no,0.6
80102,girl,yes,no,0.6
80102,girl,yes,no,0.6
80102,girl,yes,no,0.6
80102,girl,yes,no,0.6
80102,girl,yes,no,0.6
80102,girl,yes,yes,0.6
80102,boy,no,no,0.6
80102,boy,yes,no,0.6
80102,boy,yes,no,0.6
80102,boy,yes,no,0.6
80102,boy,yes,no,0.6
80102,boy,yes,no,0.6
80102,boy,yes,no,0.6
80102,boy,yes,no,0.6
80102,boy,yes,no,0.6
80102,boy,yes,no,0.6
80102,boy,yes,no,0.6
80102,boy,yes,no,0.6
80102,boy,yes,no,0.6
80102,boy,yes,yes,0.6
80102,boy,yes,yes,0.6
80102,boy,yes,yes,0.6
80102,boy,yes,yes,0.6
80102,boy,yes,yes,0.6
80102,boy,yes,yes,0.6
80104,girl,yes,no,0.14
80104,girl,yes,no,0.14
80104,girl,yes,no,0.14
80104,girl,yes,no,0.14
80104,girl,yes,no,0.14
80104,girl,yes,no,0.14
80104,girl,yes,no,0.14
80104,girl,yes,no,0.14
80104,girl,yes,no,0.14
80104,girl,yes,no,0.14
80104,girl,yes,no,0.14
80104,girl,yes,no,0.14
80104,boy,no,no,0.14
80104,boy,yes,no,0.14
80104,boy,yes,no,0.14
80104,boy,yes,no,0.14
80104,boy,yes,no,0.14
80104,boy,yes,no,0.14
80104,boy,yes,no,0.14
80104,boy,yes,no,0.14
80104,boy,yes,no,0.14
80104,boy,yes,no,0.14
80104,boy,yes,no,0.14
80104,boy,yes,no,0.14
80205,girl,no,no,-0.14
80205,girl,no,no,-0.14
80205,girl,no,yes,-0.14
80205,girl,no,yes,-0.14
80205,girl,no,yes,-0.14
80205,girl,no,yes,-0.14
80205,girl,yes,no,-0.14
80205,girl,yes,no,-0.14
80205,girl,yes,no,-0.14
80205,girl,yes,yes,-0.14
80205,boy,no,no,-0.14
80205,boy,no,no,-0.14
80205,boy,no,no,-0.14
80205,boy,no,yes,-0.14
80205,boy,no,yes,-0.14
80205,boy,no,yes,-0.14
80205,boy,yes,no,-0.14
80205,boy,yes,yes,-0.14
80205,boy,yes,yes,-0.14
80205,boy,yes,yes,-0.14
80206,girl,no,no,-0.23
80206,girl,no,no,-0.23
80206,girl,no,no,-0.23
80206,girl,no,no,-0.23
80206,girl,no,no,-0.23
80206,girl,no,yes,-0.23
80206,girl,yes,no,-0.23
80206,girl,yes,no,-0.23
80206,girl,yes,no,-0.23
80206,girl,yes,no,-0.23
80206,girl,yes,no,-0.23
80206,girl,yes,no,-0.23
80206,girl,yes,yes,-0.23
80206,boy,no,no,-0.23
80206,boy,no,no,-0.23
80206,boy,no,no,-0.23
80206,boy,no,yes,-0.23
80206,boy,no,yes,-0.23
80207,girl,no,no,-0.49
80207,girl,no,no,-0.49
80207,girl,no,no,-0.49
80207,girl,no,no,-0.49
80207,girl,no,yes,-0.49
80207,girl,no,yes,-0.49
80207,girl,no,yes,-0.49
80207,boy,no,no,-0.49
80207,boy,no,no,-0.49
80207,boy,no,no,-0.49
80207,boy,no,no,-0.49
80207,boy,no,no,-0.49
80207,boy,no,no,-0.49
80207,boy,no,no,-0.49
80207,boy,no,no,-0.49
80207,boy,yes,no,-0.49
80207,boy,yes,no,-0.49
80209,girl,no,no,-0.42
80209,girl,no,no,-0.42
80209,girl,no,no,-0.42
80209,girl,no,no,-0.42
80209,girl,no,no,-0.42
80209,girl,no,no,-0.42
80209,girl,no,no,-0.42
80209,girl,no,yes,-0.42
80209,girl,no,yes,-0.42
80209,girl,no,yes,-0.42
80209,girl,no,yes,-0.42
80209,girl,no,yes,-0.42
80209,girl,no,yes,-0.42
80209,girl,no,yes,-0.42
80209,boy,no,no,-0.42
80209,boy,no,no,-0.42
80209,boy,no,no,-0.42
80209,boy,no,no,-0.42
80209,boy,no,yes,-0.42
80209,boy,no,yes,-0.42
80209,boy,no,yes,-0.42
80209,boy,no,yes,-0.42
80209,boy,no,yes,-0.42
80209,boy,no,yes,-0.42
80209,boy,no,yes,-0.42
80209,boy,no,yes,-0.42
80210,girl,no,no,-0.14
80210,girl,no,no,-0.14
80210,girl,no,no,-0.14
80210,girl,no,no,-0.14
80210,girl,yes,no,-0.14
80210,girl,yes,no,-0.14
80210,girl,yes,no,-0.14
80210,girl,yes,no,-0.14
80210,girl,yes,no,-0.14
80210,girl,yes,no,-0.14
80210,girl,yes,no,-0.14
80210,girl,yes,no,-0.14
80210,girl,yes,no,-0.14
80210,girl,yes,no,-0.14
80210,girl,yes,no,-0.14
80210,girl,yes,no,-0.14
80210,girl,yes,no,-0.14
80210,boy,no,no,-0.14
80210,boy,yes,no,-0.14
80210,boy,yes,no,-0.14
80210,boy,yes,no,-0.14
80210,boy,yes,yes,-0.14
80211,girl,no,no,-0.3
80211,girl,no,yes,-0.3
80211,boy,no,no,-0.3
80211,boy,no,no,-0.3
80211,boy,no,no,-0.3
80211,boy,no,no,-0.3
80211,boy,no,no,-0.3
80211,boy,no,no,-0.3
80211,boy,no,no,-0.3
80211,boy,no,no,-0.3
80211,boy,no,yes,-0.3
80211,boy,no,yes,-0.3
80211,boy,no,yes,-0.3
80212,girl,no,no,-0.46
80212,girl,no,no,-0.46
80212,girl,no,no,-0.46
80212,girl,no,no,-0.46
80212,girl,no,no,-0.46
80212,girl,no,yes,-0.46
80212,boy,no,no,-0.46
80212,boy,no,no,-0.46
80212,boy,no,no,-0.46
80212,boy,no,no,-0.46
80212,boy,no,no,-0.46
80212,boy,no,no,-0.46
80212,boy,no,no,-0.46
80212,boy,no,no,-0.46
80212,boy,no,no,-0.46
80212,boy,no,no,-0.46
80212,boy,no,no,-0.46
80212,boy,no,no,-0.46
80212,boy,no,no,-0.46
80213,girl,no,no,-0.25
80213,girl,no,no,-0.25
80213,girl,no,no,-0.25
80213,girl,no,no,-0.25
80213,girl,no,no,-0.25
80213,girl,no,no,-0.25
80213,girl,no,no,-0.25
80213,girl,no,yes,-0.25
80213,girl,yes,no,-0.25
80213,girl,yes,no,-0.25
80213,girl,yes,no,-0.25
80213,girl,yes,no,-0.25
80213,girl,yes,no,-0.25
80213,girl,yes,no,-0.25
80213,boy,no,no,-0.25
80213,boy,no,no,-0.25
80213,boy,no,no,-0.25
80213,boy,yes,no,-0.25
80213,boy,yes,no,-0.25
80213,boy,yes,no,-0.25
80213,boy,yes,no,-0.25
80315,girl,yes,no,0.08
80315,girl,yes,no,0.08
80315,girl,yes,no,0.08
80315,girl,yes,no,0.08
80315,girl,yes,no,0.08
80315,girl,yes,no,0.08
80315,girl,yes,no,0.08
80315,girl,yes,no,0.08
80315,girl,yes,no,0.08
80315,girl,yes,no,0.08
80315,girl,yes,yes,0.08
80315,girl,yes,yes,0.08
80315,boy,yes,no,0.08
80315,boy,yes,no,0.08
80315,boy,yes,no,0.08
80315,boy,yes,no,0.08
80315,boy,yes,no,0.08
80315,boy,yes,no,0.08
80315,boy,yes,no,0.08
80315,boy,yes,no,0.08
80315,boy,yes,no,0.08
80315,boy,yes,no,0.08
80315,boy,yes,yes,0.08
80315,boy,yes,yes,0.08
80315,boy,yes,yes,0.08
80315,boy,yes,yes,0.08
80316,girl,no,no,-0.13
80316,girl,no,no,-0.13
80316,girl,no,no,-0.13
80316,girl,no,no,-0.13
80316,girl,no,no,-0.13
80316,girl,no,yes,-0.13
80316,girl,yes,no,-0.13
80316,girl,yes,no,-0.13
80316,girl,yes,no,-0.13
80316,girl,yes,no,-0.13
80316,girl,yes,no,-0.13
80316,boy,no,no,-0.13
80316,boy,no,no,-0.13
80316,boy,no,no,-0.13
80316,boy,no,no,-0.13
80316,boy,no,no,-0.13
80316,boy,no,no,-0.13
80316,boy,no,no,-0.13
80316,boy,no,no,-0.13
80316,boy,no,no,-0.13
80316,boy,no,no,-0.13
80316,boy,no,no,-0.13
80316,boy,no,yes,-0.13
80316,boy,yes,no,-0.13
80316,boy,yes,no,-0.13
80316,boy,yes,no,-0.13
80318,girl,no,no,0.15
80318,girl,no,no,0.15
80318,girl,no,no,0.15
80318,girl,no,no,0.15
80318,girl,no,no,0.15
80318,girl,no,yes,0.15
80318,girl,no,yes,0.15
80318,girl,no,yes,0.15
80318,girl,yes,no,0.15
80318,girl,yes,no,0.15
80318,girl,yes,yes,0.15
80318,girl,yes,yes,0.15
80318,girl,yes,yes,0.15
80318,boy,no,no,0.15
80318,boy,no,no,0.15
80318,boy,no,no,0.15
80318,boy,no,no,0.15
80318,boy,no,no,0.15
80318,boy,no,no,0.15
80318,boy,no,yes,0.15
80318,boy,no,yes,0.15
80318,boy,no,yes,0.15
80318,boy,no,yes,0.15
80318,boy,no,yes,0.15
80318,boy,yes,no,0.15
80318,boy,yes,no,0.15
80318,boy,yes,no,0.15
80318,boy,yes,yes,0.15
80318,boy,yes,yes,0.15
80319,girl,yes,no,-0.05
80319,girl,yes,no,-0.05
80319,girl,yes,no,-0.05
80319,girl,yes,no,-0.05
80319,girl,yes,no,-0.05
80319,girl,yes,no,-0.05
80319,girl,yes,yes,-0.05
80319,girl,yes,yes,-0.05
80319,boy,no,no,-0.05
80319,boy,no,yes,-0.05
80319,boy,yes,no,-0.05
80319,boy,yes,no,-0.05
80319,boy,yes,no,-0.05
80319,boy,yes,yes,-0.05
80320,girl,no,no,-0.51
80320,girl,no,no,-0.51
80320,girl,no,yes,-0.51
80320,girl,no,yes,-0.51
80320,girl,no,yes,-0.51
80320,girl,no,yes,-0.51
80320,girl,yes,no,-0.51
80320,girl,yes,no,-0.51
80320,girl,yes,no,-0.51
80320,girl,yes,yes,-0.51
80320,boy,no,no,-0.51
80320,boy,no,no,-0.51
80320,boy,no,no,-0.51
80320,boy,no,yes,-0.51
80320,boy,no,yes,-0.51
80320,boy,no,yes,-0.51
80320,boy,yes,no,-0.51
80320,boy,yes,no,-0.51
80320,boy,yes,no,-0.51
80320,boy,yes,no,-0.51
80320,boy,yes,no,-0.51
80320,boy,yes,yes,-0.51
80422,girl,no,no,-0.31
80422,girl,no,yes,-0.31
80422,girl,yes,no,-0.31
80422,girl,yes,no,-0.31
80422,girl,yes,no,-0.31
80422,girl,yes,no,-0.31
80422,girl,yes,no,-0.31
80422,girl,yes,yes,-0.31
80422,boy,yes,no,-0.31
80422,boy,yes,no,-0.31
80422,boy,yes,no,-0.31
80422,boy,yes,no,-0.31
80422,boy,yes,no,-0.31
80422,boy,yes,yes,-0.31
80422,boy,yes,yes,-0.31
80422,boy,yes,yes,-0.31
80423,girl,no,no,-0.21
80423,girl,no,no,-0.21
80423,girl,no,no,-0.21
80423,girl,no,no,-0.21
80423,girl,no,no,-0.21
80423,girl,no,no,-0.21
80423,girl,no,no,-0.21
80423,girl,no,no,-0.21
80423,girl,no,no,-0.21
80423,girl,no,no,-0.21
80423,girl,no,yes,-0.21
80423,boy,no,no,-0.21
80423,boy,no,no,-0.21
80423,boy,no,no,-0.21
80423,boy,no,no,-0.21
80423,boy,no,no,-0.21
80423,boy,no,no,-0.21
80423,boy,no,yes,-0.21
80424,girl,no,no,-0.34
80424,girl,no,no,-0.34
80424,girl,no,no,-0.34
80424,girl,no,no,-0.34
80424,girl,no,no,-0.34
80424,girl,no,no,-0.34
80424,boy,no,no,-0.34
80424,boy,no,no,-0.34
80424,boy,no,no,-0.34
80424,boy,no,no,-0.34
80424,boy,no,yes,-0.34
80424,boy,no,yes,-0.34
80424,boy,no,yes,-0.34
80424,boy,no,yes,-0.34
80424,boy,yes,no,-0.34
80425,girl,no,no,-0.47
80425,girl,no,no,-0.47
80425,girl,no,no,-0.47
80425,girl,no,no,-0.47
80425,girl,no,no,-0.47
80425,girl,no,no,-0.47
80425,girl,no,no,-0.47
80425,girl,no,no,-0.47
80425,girl,no,yes,-0.47
80425,girl,yes,no,-0.47
80425,girl,yes,no,-0.47
80425,girl,yes,no,-0.47
80425,girl,yes,no,-0.47
80425,boy,no,no,-0.47
80425,boy,no,no,-0.47
80425,boy,no,no,-0.47
80425,boy,no,yes,-0.47
80425,boy,no,yes,-0.47
80425,boy,yes,no,-0.47
80425,boy,yes,no,-0.47
80427,girl,no,no,-0.28
80427,girl,yes,no,-0.28
80427,girl,yes,no,-0.28
80427,girl,yes,no,-0.28
80427,girl,yes,no,-0.28
80427,girl,yes,no,-0.28
80427,girl,yes,no,-0.28
80427,girl,yes,no,-0.28
80427,girl,yes,no,-0.28
80427,girl,yes,no,-0.28
80427,girl,yes,yes,-0.28
80427,girl,yes,yes,-0.28
80427,girl,yes,yes,-0.28
80427,girl,yes,yes,-0.28
80427,girl,yes,yes,-0.28
80427,boy,yes,no,-0.28
80427,boy,yes,no,-0.28
80427,boy,yes,no,-0.28
80427,boy,yes,no,-0.28
80427,boy,yes,no,-0.28
80427,boy,yes,yes,-0.28
80427,boy,yes,yes,-0.28
80427,boy,yes,yes,-0.28
80427,boy,yes,yes,-0.28
80427,boy,yes,yes,-0.28
80427,boy,yes,yes,-0.28
80427,boy,yes,yes,-0.28
90101,girl,no,no,0.58
90101,girl,no,no,0.58
90101,girl,no,no,0.58
90101,girl,no,no,0.58
90101,girl,no,no,0.58
90101,girl,no,no,0.58
90101,girl,no,no,0.58
90101,girl,no,no,0.58
90101,girl,no,no,0.58
90101,girl,no,no,0.58
90101,girl,no,yes,0.58
90101,girl,yes,no,0.58
90101,girl,yes,no,0.58
90101,boy,no,no,0.58
90101,boy,no,no,0.58
90101,boy,no,no,0.58
90101,boy,no,no,0.58
90101,boy,no,no,0.58
90101,boy,yes,no,0.58
90101,boy,yes,no,0.58
90204,girl,no,no,-0.42
90204,girl,no,no,-0.42
90204,girl,no,no,-0.42
90204,girl,no,no,-0.42
90204,girl,no,no,-0.42
90204,girl,no,no,-0.42
90204,girl,no,no,-0.42
90204,girl,no,no,-0.42
90204,girl,no,yes,-0.42
90204,girl,no,yes,-0.42
90204,girl,no,yes,-0.42
90204,girl,yes,no,-0.42
90204,boy,no,no,-0.42
90204,boy,no,no,-0.42
90204,boy,no,no,-0.42
90204,boy,no,no,-0.42
90204,boy,no,no,-0.42
90204,boy,no,no,-0.42
90204,boy,no,no,-0.42
90204,boy,no,no,-0.42
90204,boy,no,no,-0.42
90204,boy,no,yes,-0.42
90204,boy,no,yes,-0.42
90204,boy,no,yes,-0.42
90204,boy,no,yes,-0.42
90204,boy,no,yes,-0.42
90204,boy,yes,no,-0.42
90204,boy,yes,no,-0.42
90204,boy,yes,no,-0.42
90205,girl,no,no,-0.3
90205,girl,no,no,-0.3
90205,girl,no,no,-0.3
90205,girl,no,no,-0.3
90205,girl,no,no,-0.3
90205,girl,no,yes,-0.3
90205,girl,no,yes,-0.3
90205,girl,no,yes,-0.3
90205,girl,no,yes,-0.3
90205,girl,no,yes,-0.3
90205,girl,yes,no,-0.3
90205,girl,yes,no,-0.3
90205,boy,no,no,-0.3
90205,boy,no,no,-0.3
90205,boy,no,no,-0.3
90205,boy,no,no,-0.3
90205,boy,no,no,-0.3
90205,boy,no,no,-0.3
90205,boy,no,no,-0.3
90205,boy,no,yes,-0.3
90205,boy,no,yes,-0.3
90205,boy,yes,no,-0.3
90206,girl,no,no,-0.38
90206,girl,no,no,-0.38
90206,girl,no,no,-0.38
90206,girl,no,no,-0.38
90206,girl,no,no,-0.38
90206,girl,no,no,-0.38
90206,girl,no,yes,-0.38
90206,girl,no,yes,-0.38
90206,girl,yes,no,-0.38
90206,girl,yes,no,-0.38
90206,girl,yes,no,-0.38
90206,girl,yes,no,-0.38
90206,boy,no,no,-0.38
90206,boy,no,no,-0.38
90206,boy,no,no,-0.38
90206,boy,no,no,-0.38
90206,boy,no,no,-0.38
90206,boy,no,no,-0.38
90206,boy,no,no,-0.38
90206,boy,no,yes,-0.38
90206,boy,yes,no,-0.38
90206,boy,yes,no,-0.38
90206,boy,yes,no,-0.38
90206,boy,yes,no,-0.38
90206,boy,yes,yes,-0.38
90206,boy,yes,yes,-0.38
90308,girl,no,no,0.16
90308,girl,no,no,0.16
90308,girl,no,no,0.16
90308,girl,no,no,0.16
90308,girl,no,yes,0.16
90308,girl,yes,no,0.16
90308,girl,yes,no,0.16
90308,girl,yes,yes,0.16
90308,boy,yes,no,0.16
90308,boy,yes,no,0.16
90308,boy,yes,no,0.16
90308,boy,yes,no,0.16
90308,boy,yes,no,0.16
90308,boy,yes,no,0.16
90308,boy,yes,no,0.16
90308,boy,yes,yes,0.16
90309,girl,no,no,-0.36
90309,girl,no,no,-0.36
90309,girl,no,no,-0.36
90309,girl,no,no,-0.36
90309,girl,no,no,-0.36
90309,girl,no,yes,-0.36
90309,girl,no,yes,-0.36
90309,boy,no,no,-0.36
90309,boy,no,no,-0.36
90309,boy,no,no,-0.36
90309,boy,no,no,-0.36
90309,boy,no,no,-0.36
90309,boy,no,no,-0.36
90309,boy,no,yes,-0.36
90309,boy,no,yes,-0.36
90309,boy,no,yes,-0.36
90309,boy,no,yes,-0.36
90309,boy,no,yes,-0.36
90309,boy,no,yes,-0.36
90309,boy,no,yes,-0.36
90310,girl,no,no,-0.26
90310,girl,no,no,-0.26
90310,girl,no,no,-0.26
90310,girl,no,no,-0.26
90310,girl,no,no,-0.26
90310,girl,no,no,-0.26
90310,girl,no,no,-0.26
90310,girl,no,no,-0.26
90310,girl,no,no,-0.26
90310,boy,no,no,-0.26
90310,boy,no,no,-0.26
90310,boy,no,no,-0.26
90310,boy,no,no,-0.26
90310,boy,no,no,-0.26
90310,boy,no,no,-0.26
90310,boy,no,no,-0.26
90310,boy,no,no,-0.26
90310,boy,no,no,-0.26
90310,boy,no,no,-0.26
90310,boy,no,no,-0.26
90310,boy,no,no,-0.26
90310,boy,no,yes,-0.26
90310,boy,no,yes,-0.26
90310,boy,no,yes,-0.26
90310,boy,no,yes,-0.26
90310,boy,no,yes,-0.26
90310,boy,no,yes,-0.26
90310,boy,no,yes,-0.26
90310,boy,yes,no,-0.26
90311,girl,no,no,-0.32
90311,girl,no,no,-0.32
90311,girl,no,yes,-0.32
90311,girl,yes,no,-0.32
90311,girl,yes,no,-0.32
90311,boy,no,no,-0.32
90311,boy,no,no,-0.32
90311,boy,no,no,-0.32
90311,boy,no,no,-0.32
90311,boy,no,yes,-0.32
90311,boy,no,yes,-0.32
90311,boy,yes,no,-0.32
90311,boy,yes,no,-0.32
90311,boy,yes,no,-0.32
90311,boy,yes,yes,-0.32
90311,boy,yes,yes,-0.32
90312,girl,no,no,-0.56
90312,girl,no,no,-0.56
90312,girl,no,no,-0.56
90312,girl,no,no,-0.56
90312,girl,no,no,-0.56
90312,girl,no,no,-0.56
90312,girl,no,no,-0.56
90312,girl,no,no,-0.56
90312,girl,no,yes,-0.56
90312,girl,no,yes,-0.56
90312,boy,no,no,-0.56
90312,boy,no,no,-0.56
90312,boy,no,no,-0.56
90312,boy,no,no,-0.56
90312,boy,no,no,-0.56
90312,boy,no,yes,-0.56
90312,boy,no,yes,-0.56
90313,girl,no,no,-0.24
90313,girl,no,no,-0.24
90313,girl,no,no,-0.24
90313,girl,no,yes,-0.24
90313,girl,no,yes,-0.24
90313,boy,no,no,-0.24
90313,boy,no,no,-0.24
90313,boy,no,no,-0.24
90313,boy,no,no,-0.24
90313,boy,no,no,-0.24
90313,boy,no,no,-0.24
90313,boy,no,yes,-0.24
90313,boy,no,yes,-0.24
90313,boy,no,yes,-0.24
90313,boy,no,yes,-0.24
90313,boy,yes,no,-0.24
90315,girl,no,no,-0.4
90315,girl,no,no,-0.4
90315,girl,no,no,-0.4
90315,girl,no,no,-0.4
90315,girl,yes,no,-0.4
90315,girl,yes,yes,-0.4
90315,boy,no,yes,-0.4
90315,boy,no,yes,-0.4
90315,boy,yes,no,-0.4
90315,boy,yes,no,-0.4
90315,boy,yes,no,-0.4
90315,boy,yes,yes,-0.4
90316,girl,no,no,-0.64
90316,girl,no,no,-0.64
90316,girl,no,no,-0.64
90316,girl,no,no,-0.64
90316,girl,no,no,-0.64
90316,girl,no,no,-0.64
90316,girl,no,yes,-0.64
90316,girl,no,yes,-0.64
90316,girl,no,yes,-0.64
90316,girl,yes,no,-0.64
90316,girl,yes,no,-0.64
90316,girl,yes,no,-0.64
90316,girl,yes,no,-0.64
90316,girl,yes,no,-0.64
90316,girl,yes,no,-0.64
90316,boy,no,no,-0.64
90316,boy,no,no,-0.64
90316,boy,no,no,-0.64
90316,boy,no,no,-0.64
90316,boy,no,no,-0.64
90316,boy,no,yes,-0.64
90316,boy,yes,no,-0.64
90316,boy,yes,no,-0.64
90316,boy,yes,no,-0.64
90316,boy,yes,no,-0.64
90316,boy,yes,no,-0.64
90417,girl,no,no,0.04
90417,girl,yes,no,0.04
90417,girl,yes,no,0.04
90417,girl,yes,no,0.04
90417,girl,yes,no,0.04
90417,girl,yes,no,0.04
90417,girl,yes,no,0.04
90417,girl,yes,no,0.04
90417,girl,yes,no,0.04
90417,girl,yes,no,0.04
90417,girl,yes,no,0.04
90417,girl,yes,no,0.04
90417,girl,yes,no,0.04
90417,girl,yes,no,0.04
90417,girl,yes,no,0.04
90417,boy,yes,no,0.04
90417,boy,yes,no,0.04
90417,boy,yes,no,0.04
90417,boy,yes,no,0.04
90417,boy,yes,no,0.04
90417,boy,yes,no,0.04
90417,boy,yes,no,0.04
90417,boy,yes,no,0.04
90417,boy,yes,no,0.04
90417,boy,yes,no,0.04
90417,boy,yes,no,0.04
90417,boy,yes,no,0.04
90417,boy,yes,no,0.04
90417,boy,yes,no,0.04
90417,boy,yes,no,0.04
100102,girl,no,no,0.69
100102,girl,no,no,0.69
100102,girl,no,no,0.69
100102,girl,no,no,0.69
100102,girl,no,yes,0.69
100102,girl,yes,no,0.69
100102,girl,yes,no,0.69
100102,girl,yes,no,0.69
100102,girl,yes,no,0.69
100102,girl,yes,no,0.69
100102,girl,yes,no,0.69
100102,girl,yes,no,0.69
100102,girl,yes,yes,0.69
100102,boy,no,no,0.69
100102,boy,no,yes,0.69
100102,boy,yes,no,0.69
100102,boy,yes,no,0.69
100102,boy,yes,no,0.69
100102,boy,yes,no,0.69
100102,boy,yes,yes,0.69
100102,boy,yes,yes,0.69
100104,girl,yes,no,0.5
100104,girl,yes,no,0.5
100104,girl,yes,no,0.5
100104,girl,yes,no,0.5
100104,girl,yes,no,0.5
100104,girl,yes,no,0.5
100104,girl,yes,no,0.5
100104,girl,yes,no,0.5
100104,girl,yes,no,0.5
100104,girl,yes,no,0.5
100104,girl,yes,no,0.5
100104,girl,yes,no,0.5
100104,girl,yes,no,0.5
100104,girl,yes,no,0.5
100104,girl,yes,no,0.5
100104,girl,yes,no,0.5
100104,girl,yes,no,0.5
100104,girl,yes,no,0.5
100104,girl,yes,no,0.5
100104,girl,yes,no,0.5
100104,girl,yes,no,0.5
100104,girl,yes,no,0.5
100104,girl,yes,no,0.5
100104,girl,yes,no,0.5
100104,girl,yes,no,0.5
100104,girl,yes,no,0.5
100104,girl,yes,no,0.5
100104,girl,yes,no,0.5
100105,girl,yes,no,0.34
100105,girl,yes,no,0.34
100105,girl,yes,no,0.34
100105,girl,yes,no,0.34
100105,girl,yes,no,0.34
100105,girl,yes,no,0.34
100105,girl,yes,no,0.34
100105,girl,yes,no,0.34
100105,girl,yes,no,0.34
100105,girl,yes,no,0.34
100105,girl,yes,no,0.34
100105,girl,yes,no,0.34
100105,boy,no,no,0.34
100105,boy,yes,no,0.34
100105,boy,yes,no,0.34
100105,boy,yes,no,0.34
100105,boy,yes,no,0.34
100105,boy,yes,no,0.34
